Rank,Player Name,Team,Pos,GP,MIN,Position Group,PTS,PTS_Grade,FG%,FG%_Grade,FT%,FT%_Grade,3P%,3P%_Grade,REB,REB_Grade,AST,AST_Grade,STL,STL_Grade,BLK,BLK_Grade,OVR_Grade
1812,Michael Duax,Florida Gulf Coast,F,31,22.7,F,6.6,78,46.2,76,69.5,82,14.8,74,4.4,80,1.5,86,1.2,96,0.3,74,80
1813,Davonte Sweatman,Central Connecticut,G,28,23.9,G,6.6,75,41.3,79,77.8,82,32.2,79,2.1,74,2.5,84,0.9,80,0.0,71,78
1814,Terrance Jones,Norfolk State,G,28,18.6,G,6.6,75,41.1,78,88.0,91,27.6,73,2.9,79,0.9,72,0.9,80,0.1,75,77
1815,Isaiah Jones,Oakland,G,25,24.6,G,6.6,75,42.2,80,66.7,73,26.2,71,4.6,91,1.5,76,1.2,86,0.0,71,77
1816,Nasir Mann,Queens,F,30,15.3,F,6.6,78,44.4,74,73.8,85,35.0,86,3.1,74,0.7,76,0.6,80,0.1,69,77
1817,Marcus Overstreet,Mercer,F,27,13.1,F,6.6,78,52.8,83,41.8,62,0.0,66,5.4,85,0.3,70,0.5,77,0.7,82,75
1818,David Punch,TCU,F,29,20.4,F,6.6,78,50.3,80,50.0,68,33.3,85,4.5,80,0.6,74,0.5,77,0.8,84,78
1819,Jinwoo Kim,Navy,G,31,25.2,G,6.6,75,36.5,71,62.3,69,39.8,88,2.0,73,1.1,73,0.4,69,0.0,71,73
1820,Obadiah Curtis,Eastern Illinois,G,26,17.9,G,6.6,75,46.2,87,56.3,64,28.6,74,2.8,78,0.7,70,0.7,76,0.3,84,76
1821,Marcellus Brigham Jr.,Jacksonville State,F,30,24.6,F,6.6,78,43.6,73,81.6,91,28.3,82,4.3,80,1.0,80,0.8,85,0.1,69,79
1822,Jefferson Koulibaly,Pacific,G,32,26.2,G,6.6,75,38.1,74,66.0,72,34.3,81,2.2,74,1.4,76,0.9,80,0.0,71,75
1823,Tyren Moore,UAB,G,29,17.9,G,6.6,75,31.9,63,81.8,86,37.5,85,1.2,67,2.1,81,0.7,76,0.0,71,75
1824,Theo Grant,New Orleans,G,28,16.6,G,6.5,75,42.6,81,62.5,69,23.5,68,1.8,72,0.4,68,0.5,71,0.2,80,73
1825,Pedro Lopez-Sanvicente,Denver,F,29,20.7,F,6.5,77,52.0,82,55.6,72,28.9,82,3.6,76,1.2,82,0.8,85,0.6,80,79
1826,Aubin Gateretse,Utah State,C,29,17.9,C,6.5,79,74.3,99,59.3,79,20.0,82,4.2,78,0.5,75,0.3,76,0.8,78,80
1827,Drew Steffe,Southern Illinois,G,31,25.5,G,6.5,75,37.8,73,60.7,68,35.8,83,2.5,76,2.2,82,0.7,76,0.3,84,77
1828,Jaquan Johnson,Bradley,G,31,17.1,G,6.5,75,47.7,89,72.9,78,41.2,90,2.4,76,2.4,83,1.5,92,0.0,71,81
1829,Joseph Yesufu,West Virginia,G,26,18.4,G,6.5,75,39.2,75,72.7,78,33.0,80,1.9,72,0.4,68,0.6,74,0.0,71,74
1830,Tyler Rolison,Nevada,PG,28,21.6,PG,6.5,73,46.2,88,85.4,85,35.8,80,2.6,83,1.8,73,0.8,73,0.1,77,79
1831,Markus Harding,Indiana State,F,28,18.3,F,6.5,77,47.6,77,60.5,76,33.3,85,4.1,79,1.7,89,0.5,77,0.3,74,79
1832,Bailey Nunn,Sacramento State,G,28,29.2,G,6.5,75,27.6,60,66.1,72,27.3,73,2.5,76,3.6,92,0.6,74,0.0,71,74
1833,Joe Manning,Southern,G,28,15.6,G,6.5,75,43.8,83,75.0,80,44.8,94,1.3,68,1.8,79,0.7,76,0.2,80,79
1834,Victor Panov,Drexel,F,31,23.3,F,6.5,77,47.1,77,71.4,84,25.4,80,4.2,79,1.3,84,0.3,72,0.5,78,78
1835,Brandon Newman,Oklahoma State,G,29,18.6,G,6.5,75,39.1,75,79.2,84,31.8,78,3.1,81,0.7,70,0.8,78,0.2,80,77
1836,Jaden Daughtry,Marist,F,27,25.4,F,6.5,77,46.6,76,47.9,67,28.0,82,6.3,89,2.1,94,1.5,99,1.0,88,84
1837,Michael Pajeaud,Alcorn State,G,25,27.7,G,6.5,75,43.5,82,67.2,73,25.0,70,5.3,96,2.6,85,1.1,84,0.7,99,83
1838,Jaret Valencia,Monmouth,F,25,22.5,F,6.5,77,43.4,72,57.1,73,33.3,85,4.2,79,0.6,74,0.6,80,1.2,93,79
1839,Shane Nowell,Portland State,G,28,16.8,G,6.5,75,41.3,79,72.2,78,31.6,78,3.4,83,0.8,71,0.9,80,0.3,84,78
1840,Floyd Rideau Jr.,North Carolina Central,G,28,15.3,G,6.5,75,42.0,80,75.0,80,40.7,89,1.6,70,0.6,70,0.6,74,0.1,75,76
1841,Desmond Polk,SIU Edwardsville,G,31,29.8,G,6.5,75,36.6,71,44.4,60,27.3,73,3.4,83,1.1,73,0.9,80,0.4,89,75
1842,Brigham Rogers,Belmont,F,31,21.1,F,6.5,77,59.7,90,42.2,63,25.0,80,4.1,79,1.3,84,1.1,93,0.8,84,81
1843,Carter Bryant,Arizona,F,29,18.5,F,6.4,77,48.5,78,66.0,80,35.9,86,4.0,78,1.1,81,0.9,88,0.9,86,81
1844,Grady Lewis,Cal State Northridge,F,29,13.3,F,6.4,77,58.5,89,58.0,74,0.0,66,3.8,77,0.5,73,0.2,69,0.2,71,74
1845,Joey Chammaa,San Diego,G,29,15.0,G,6.4,74,41.4,79,83.6,87,32.0,79,0.8,65,1.6,77,0.7,76,0.0,71,76
1846,Jeffrey Langston Jr.,Southern Utah,F,29,15.8,F,6.4,77,45.1,74,70.0,83,9.1,71,3.8,77,0.6,74,0.4,74,0.3,74,75
1847,Willie Williams,Northwestern State,F,30,27.9,F,6.4,77,56.6,87,44.3,64,0.0,66,7.4,94,1.6,88,0.6,80,0.6,80,79
1848,Fidelis Okereke,Cal State Bakersfield,F,31,23.4,F,6.4,77,51.1,81,65.6,80,0.0,66,4.5,80,0.7,76,0.9,88,1.2,93,80
1849,Rickey Ballard,West Georgia,F,31,23.0,F,6.4,77,42.4,71,73.9,86,38.4,88,3.1,74,1.1,81,1.0,91,0.2,71,79
1850,Almar Atlason,Bradley,F,31,19.7,F,6.4,77,42.3,71,61.5,77,40.2,89,2.2,69,1.0,80,0.4,74,0.5,78,76
1851,Jacoi Hutchinson,George Washington,G,29,23.6,G,6.4,74,33.5,66,78.1,83,24.4,69,2.1,74,2.4,83,1.3,88,0.2,80,77
1852,Michael Nwoko,Mississippi State,C,29,15.8,C,6.4,79,54.3,76,57.4,77,14.3,79,4.9,80,0.6,76,0.4,79,0.9,80,78
1853,Jason Roche,Richmond,G,29,22.8,G,6.4,74,42.2,80,75.0,80,40.8,89,1.9,72,0.3,67,0.6,74,0.1,75,76
1854,Guillermo Diaz Graham,Pittsburgh,F,29,23.6,F,6.4,77,42.7,72,65.7,80,32.7,84,5.1,83,1.5,86,0.4,74,0.7,82,79
1855,Davide Poser,New Hampshire,F,29,30.0,F,6.4,77,41.3,70,83.3,92,41.0,89,2.2,69,1.6,88,0.4,74,0.1,69,78
1856,Jaylani Darden,Norfolk State,G,27,23.6,G,6.4,74,45.8,86,75.7,81,32.6,79,4.9,93,2.3,82,1.3,88,0.1,75,82
1857,Deng Mayar,North Dakota,F,27,20.3,F,6.4,77,47.5,77,70.3,83,30.2,83,4.0,78,0.6,74,0.7,82,0.1,69,77
1858,Amir Nesbitt,St. Thomas,G,30,21.8,G,6.4,74,37.8,73,58.6,66,28.9,75,1.9,72,2.6,85,1.0,82,0.1,75,75
1859,Kahlil Singleton,Holy Cross,G,25,18.6,G,6.4,74,40.7,78,80.0,84,39.6,88,1.7,71,0.6,70,0.3,67,0.0,71,75
1860,Marques Warrick,Missouri,G,28,13.5,G,6.4,74,48.5,91,82.8,87,45.3,95,0.9,65,1.2,74,0.3,67,0.0,71,78
1861,Dylan Fasoyiro,South Alabama,G,31,18.1,G,6.4,74,39.5,76,77.3,82,29.9,76,2.1,74,0.5,69,1.2,86,0.3,84,77
1862,Isaiah Richards,Gardner-Webb,F,29,21.9,F,6.4,77,51.6,81,63.5,78,25.8,80,7.1,93,1.2,82,0.6,80,0.9,86,82
1863,Bowen Hardman,Akron,G,29,15.3,G,6.4,74,41.7,79,66.7,73,37.9,86,1.0,66,0.1,66,0.2,65,0.1,75,73
1864,Ben Fox,Central Arkansas,G,32,21.8,G,6.4,74,35.4,69,70.3,76,33.8,81,2.1,74,0.5,69,0.7,76,0.1,75,74
1865,Matthew Van Komen,Elon,C,30,23.8,C,6.4,79,72.4,98,53.5,75,0.0,73,8.4,94,0.6,76,0.3,76,2.4,99,83
1866,Cam Palesse,Canisius,G,28,28.6,G,6.4,74,47.4,89,73.7,79,40.8,89,4.9,93,1.3,75,0.6,74,0.3,84,82
1867,Josh Ogundele,Tennessee State,F,31,14.3,F,6.4,77,62.6,94,50.0,68,0.0,66,4.1,79,0.8,77,0.3,72,0.4,76,76
1868,Tyler Doyle,Bellarmine,G,31,23.8,G,6.4,74,55.1,99,75.0,80,25.8,71,3.2,81,2.0,80,0.8,78,0.2,80,80
1869,Josh Cohen,Southern California,F,29,13.4,F,6.3,77,60.0,91,76.5,87,16.7,75,2.6,71,1.2,82,0.3,72,0.3,74,78
1870,Sam Godwin,Oklahoma,F,29,19.4,F,6.3,77,57.7,88,54.8,72,0.0,66,5.3,84,0.8,77,0.9,88,0.7,82,79
1871,Kebba Njie,Notre Dame,F,29,23.9,F,6.3,77,55.2,85,72.2,84,36.8,87,6.1,88,0.4,72,0.4,74,0.6,80,80
1872,Oswin Erhunmwunse,Providence,F,29,19.1,F,6.3,77,72.7,99,43.6,64,0.0,66,5.4,85,0.2,69,0.3,72,1.7,99,78
1873,Nigel Burris,Weber State,F,30,22.8,F,6.3,77,39.9,69,75.0,86,36.1,86,5.3,84,0.7,76,0.4,74,0.3,74,78
1874,Danquez Dawsey,Lamar,G,30,18.5,G,6.3,74,39.9,76,70.8,76,37.8,86,1.8,72,2.3,82,0.5,71,0.1,75,76
1875,Vasilije Vucinic,Weber State,C,29,17.3,C,6.3,78,64.3,88,62.5,81,0.0,73,3.8,76,0.7,77,0.2,73,0.5,74,77
1876,Brennan Watkins,North Dakota State,G,29,27.4,G,6.3,74,35.9,70,84.2,88,35.8,83,3.1,81,2.9,87,0.5,71,0.0,71,78
1877,Wayne McKinney III,San Diego State,G,27,18.5,G,6.3,74,38.9,75,64.1,71,32.2,79,1.6,70,0.6,70,0.5,71,0.2,80,73
1878,Grant Newell,North Texas,F,27,20.7,F,6.3,77,47.0,76,74.6,86,33.3,85,3.3,75,0.5,73,0.6,80,0.1,69,77
1879,Bilal Abdur-Rahman,Alabama A&M,G,27,15.3,G,6.3,74,35.8,70,80.0,84,25.6,71,2.0,73,2.4,83,1.1,84,0.1,75,76
1880,Orlando Horton Jr.,Prairie View A&M,PG,24,20.0,PG,6.3,73,39.5,79,79.6,80,40.0,86,2.2,79,2.8,79,1.5,88,0.1,77,80
1881,Malcolm Noel,West Georgia,G,25,22.6,G,6.3,74,39.6,76,77.8,82,35.8,83,1.6,70,3.4,91,0.8,78,0.0,71,78
1882,Chisom Okpara,Stanford,F,29,15.9,F,6.3,77,48.5,78,68.3,81,46.9,93,1.8,67,1.1,81,0.8,85,0.2,71,79
1883,Flory Bidunga,Kansas,F,29,16.7,F,6.3,77,73.8,99,53.3,71,0.0,66,5.6,86,0.3,70,0.6,80,1.6,99,81
1884,C.J. Cox,Purdue,G,29,18.3,G,6.3,74,46.1,87,76.1,81,39.7,88,2.9,79,0.7,70,0.8,78,0.0,71,78
1885,Tennessee Rainwater,Utah Tech,G,26,16.7,G,6.3,74,53.0,98,54.0,62,35.0,82,3.0,80,1.0,73,0.5,71,0.3,84,78
1886,Quincy Ademokoya,San Francisco,G,30,21.0,G,6.3,74,40.5,77,76.9,82,31.9,78,2.5,76,0.7,70,0.4,69,0.3,84,76
1887,Jaxon Olvera,Pepperdine,G,31,16.9,G,6.3,74,44.5,84,60.6,68,33.3,80,1.5,69,0.5,69,0.4,69,0.1,75,73
1888,Stoney Hadnot,South Dakota State,F,31,17.3,F,6.3,77,55.1,85,64.4,79,24.1,79,4.1,79,0.7,76,0.3,72,0.5,78,78
1889,Jaden Jackson,South Dakota State,G,31,16.3,G,6.3,74,39.5,76,78.1,83,36.0,83,2.3,75,1.1,73,0.6,74,0.1,75,76
1890,Posh Alexander,Dayton,G,25,20.1,G,6.2,74,38.9,75,88.6,91,30.0,76,2.2,74,2.4,83,1.1,84,0.1,75,79
1891,Stephen Giwa,Texas A&M-Corpus Christi,C,25,21.3,C,6.2,78,63.5,87,52.2,74,0.0,73,5.1,81,0.8,79,0.6,86,0.6,75,79
1892,Jaden Alexander,Cal State Bakersfield,G,25,18.2,G,6.2,74,39.7,76,77.8,82,41.7,90,2.6,77,0.6,70,0.4,69,0.1,75,76
1893,Michael Imariagbe,Wright State,F,30,15.7,F,6.2,77,62.0,93,63.8,78,0.0,66,4.7,81,0.8,77,0.5,77,0.4,76,78
1894,Trae English,Nicholls,G,30,20.8,G,6.2,74,40.0,77,74.5,80,33.3,80,2.0,73,2.6,85,1.1,84,0.0,71,78
1895,Caleb Jones,Arkansas-Pine Bluff,G,26,23.2,G,6.2,74,39.7,76,100.0,99,36.4,84,1.7,71,1.4,76,0.8,78,0.0,71,78
1896,Luke Jungers,Iona,F,27,18.9,F,6.2,77,40.7,70,61.5,77,38.3,88,1.5,66,0.9,78,0.7,82,0.4,76,76
1897,Dionjahe Thomas,Southern,C,28,15.4,C,6.2,78,52.8,74,72.0,88,25.0,84,4.5,79,0.3,72,0.4,79,0.5,74,78
1898,Cole Henry,Wyoming,F,29,18.8,F,6.2,77,57.5,88,47.3,66,0.0,66,3.7,77,1.3,84,0.3,72,0.3,74,75
1899,Jalen Washington,North Carolina,F,29,17.0,F,6.2,77,58.2,89,64.8,79,20.0,77,4.4,80,0.6,74,0.2,69,1.0,88,79
1900,Filip Borovicanin,New Mexico,F,29,21.9,F,6.2,77,45.8,75,66.7,80,32.3,84,4.6,81,1.1,81,0.7,82,0.2,71,78
1901,C.J. Jones,Kansas State,G,29,19.2,G,6.2,74,42.1,80,65.9,72,34.0,81,1.8,72,1.6,77,0.6,74,0.1,75,75
1902,Dominic Pangonis,Stephen F. Austin,G,30,21.4,G,6.2,74,44.9,85,62.3,69,26.2,71,1.8,72,1.5,76,0.6,74,0.3,84,75
1903,Chris Arias,Jacksonville,G,30,21.3,G,6.2,74,40.9,78,65.0,72,43.0,92,2.2,74,0.4,68,0.5,71,0.3,84,76
1904,Garrison Keeslar,Chattanooga,F,31,27.0,F,6.2,77,48.5,78,72.3,84,38.2,88,4.2,79,2.9,99,1.2,96,0.2,71,84
1905,Yusef Salih,Texas A&M-Commerce,G,27,15.7,G,6.2,74,36.1,70,80.8,85,35.1,82,1.3,68,1.3,75,0.7,76,0.0,71,75
1906,Jaylen Searles,Nicholls,G,27,20.7,G,6.2,74,33.3,66,52.1,61,36.8,84,4.3,89,1.3,75,1.0,82,0.6,97,78
1907,Javonte Johnson,California Baptist,G,28,25.4,G,6.2,74,37.6,73,93.8,96,32.5,79,2.9,79,0.8,71,0.8,78,0.0,71,77
1908,Ricardo Wright,Kennesaw State,G,28,17.0,G,6.2,74,32.3,64,71.4,77,24.0,69,1.6,70,1.1,73,0.4,69,0.1,75,71
1909,Foster Wonders,Green Bay,G,28,22.8,G,6.2,74,32.8,65,82.4,86,28.3,74,2.1,74,0.7,70,0.4,69,0.1,75,73
1910,Sebastian Rancik,Colorado,F,28,18.1,F,6.2,77,43.3,72,67.2,81,29.1,82,3.0,73,0.6,74,0.5,77,0.3,74,76
1911,Jaquan Carlos,Syracuse,G,29,27.9,G,6.2,74,39.8,76,69.8,76,30.4,77,2.1,74,3.9,94,1.1,84,0.1,75,78
1912,Morris Ugusuk,South Carolina,G,29,22.2,G,6.2,74,39.2,75,76.9,82,41.7,90,1.4,69,0.9,72,0.5,71,0.0,71,75
1913,Joel Armotrading,UC Riverside,C,29,22.1,C,6.2,78,59.7,82,72.5,88,0.0,73,6.7,88,0.6,76,0.4,79,1.1,83,80
1914,Christian Turner,Texas State,F,24,26.5,F,6.2,77,51.7,82,47.7,67,37.5,87,4.3,80,2.2,96,1.4,99,0.5,78,83
1915,Jaquan Sanders,Hofstra,G,24,20.0,G,6.2,74,30.1,60,80.0,84,27.6,73,1.3,68,1.3,75,0.5,71,0.1,75,72
1916,Jan Vide,Loyola Marymount,G,30,19.5,G,6.2,74,46.4,87,69.5,75,22.2,67,2.8,78,2.3,82,0.7,76,0.3,84,77
1917,Jerry Ngopot,UL Monroe,F,31,19.2,F,6.2,77,43.6,73,71.0,83,27.7,82,4.4,80,0.3,70,0.3,72,0.4,76,76
1918,Jaylen Peterson,Presbyterian,F,31,21.0,F,6.2,77,55.6,86,56.9,73,0.0,66,5.7,86,0.8,77,0.7,82,1.5,99,80
1919,Jakai Robinson,Bryant,G,28,20.8,G,6.1,74,49.6,92,74.6,80,17.4,61,3.3,82,0.9,72,0.6,74,0.3,84,77
1920,Khalil Brantley,Oklahoma State,G,28,20.3,G,6.1,74,40.2,77,75.6,80,28.6,74,2.5,76,2.3,82,1.1,84,0.1,75,77
1921,Chris Manon,Vanderbilt,G,29,17.3,G,6.1,74,54.8,99,78.9,83,23.3,68,3.5,83,1.2,74,1.7,97,1.0,99,84
1922,Myles Jenkins,Stephen F. Austin,G,23,20.3,G,6.1,74,43.7,83,66.7,73,31.3,78,2.4,76,0.8,71,0.5,71,0.3,84,76
1923,Colby McAllister,The Citadel,G,29,15.9,G,6.1,74,37.7,73,84.8,88,36.1,84,2.7,78,0.6,70,0.3,67,0.1,75,76
1924,Max Burton,Western Michigan,F,29,21.6,F,6.1,76,51.0,81,68.9,82,0.0,66,5.3,84,0.8,77,0.6,80,0.6,80,78
1925,Myles Watkins,Bellarmine,G,30,14.2,G,6.1,74,47.8,89,60.0,67,33.3,80,1.7,71,0.9,72,0.6,74,0.1,75,75
1926,Reece Potter,Miami (OH),C,25,16.5,C,6.1,78,46.7,67,61.3,80,39.6,91,3.3,74,1.2,84,0.4,79,0.6,75,78
1927,Corey Chest,Louisiana State,F,26,20.0,F,6.1,76,60.7,91,44.9,64,0.0,66,6.6,91,0.7,76,0.6,80,1.2,93,79
1928,Benny Gealer,Stanford,G,26,20.3,G,6.1,74,34.0,67,86.7,90,36.7,84,1.8,72,2.1,81,0.9,80,0.0,71,77
1929,Zachary Visentin,Cal State Fullerton,C,28,15.1,C,6.1,78,50.5,71,80.0,94,0.0,73,2.6,71,0.5,75,0.2,73,0.2,69,75
1930,Brandin Cummings,Pittsburgh,G,28,15.3,G,6.1,74,44.5,84,79.6,84,39.1,87,1.5,69,0.7,70,0.4,69,0.1,75,76
1931,Tauris Watson,West Georgia,G,28,16.2,G,6.1,74,45.9,86,62.2,69,31.3,78,1.2,67,0.8,71,0.4,69,0.0,71,73
1932,Chris Moncrief,Saint Francis (PA),G,28,16.3,G,6.1,74,53.5,99,57.8,65,34.8,82,2.6,77,1.1,73,0.6,74,0.2,80,78
1933,Manny Obaseki,Texas A&M,G,29,16.2,G,6.1,74,33.9,67,71.8,77,28.1,74,1.7,71,1.1,73,0.2,65,0.3,84,73
1934,Michael O'Connell,NC State,G,29,28.8,G,6.1,74,35.1,69,65.3,72,29.6,76,2.8,78,3.4,91,1.1,84,0.0,71,76
1935,Sencire Harris,West Virginia,G,29,26.9,G,6.1,74,40.2,77,77.3,82,12.0,60,4.2,88,1.5,76,1.6,94,0.7,99,81
1936,Paxton Davidson,The Citadel,G,29,25.3,G,6.1,74,35.7,70,73.9,79,31.1,77,3.1,81,2.6,85,1.0,82,0.1,75,77
1937,Jake Wahlin,Utah,F,29,23.5,F,6.1,76,46.9,76,62.5,77,35.5,86,5.1,83,1.4,85,0.7,82,0.7,82,80
1938,Mekhi Cooper,Miami (OH),G,29,23.9,G,6.1,74,37.7,73,71.4,77,36.7,84,2.6,77,2.9,87,1.4,90,0.0,71,79
1939,Chris Howell,UC San Diego,G,30,28.5,G,6.1,74,46.0,86,75.0,80,37.5,85,3.6,84,3.0,88,2.1,99,0.3,84,85
1940,Josh Taylor,Texas A&M-Commerce,F,30,21.8,F,6.1,76,50.4,80,61.7,77,29.0,82,4.2,79,1.0,80,0.6,80,1.3,95,81
1941,Andrew Akuchie,Rice,F,30,19.9,F,6.1,76,54.1,84,61.0,76,18.8,76,5.0,83,0.7,76,0.4,74,0.5,78,77
1942,Drue Drinnon,Texas State,G,26,22.7,G,6.0,74,42.5,81,76.2,81,44.6,94,1.4,69,2.2,82,0.4,69,0.1,75,78
1943,Clarence Rupert,Iona,F,26,22.5,F,6.0,76,46.5,76,58.2,74,25.0,80,5.1,83,1.9,92,0.8,85,0.7,82,81
1944,Seth Wilson,Akron,G,28,18.3,G,6.0,74,39.2,75,100.0,99,33.3,80,2.0,73,1.1,73,0.6,74,0.0,71,77
1945,Shahar Lazar,Gardner-Webb,G,28,17.1,G,6.0,74,51.4,95,90.9,93,41.0,90,1.9,72,0.9,72,0.3,67,0.0,71,79
1946,Antwan Robinson,Cal State Fullerton,G,28,22.7,G,6.0,74,30.1,60,81.5,85,23.3,68,3.0,80,0.5,69,0.5,71,0.1,75,72
1947,Jaqai Murray,North Carolina Central,F,28,16.1,F,6.0,76,52.8,83,55.9,72,25.0,80,4.7,81,0.8,77,0.7,82,0.2,71,77
1948,Jalen DeLoach,Loyola Chicago,F,29,14.4,F,6.0,76,58.8,89,53.0,70,0.0,66,4.2,79,1.1,81,0.6,80,0.8,84,78
1949,Mylik Wilson,Houston,G,29,16.2,G,6.0,74,47.4,89,78.3,83,44.0,93,3.4,83,1.1,73,1.1,84,0.2,80,82
1950,Parker Fox,Minnesota,F,29,19.2,F,6.0,76,61.4,92,54.8,72,25.0,80,2.6,71,1.0,80,0.8,85,1.1,90,80
1951,Kwo Agwa,UT Rio Grande Valley,F,29,17.5,F,6.0,76,55.9,86,67.5,81,26.1,81,4.1,79,0.8,77,0.3,72,1.1,90,80
1952,Alden Applewhite,Murray State,F,31,18.9,F,6.0,76,39.0,68,74.3,86,39.4,88,3.3,75,0.8,77,0.7,82,0.2,71,77
1953,Ibu Yamazaki,Radford,F,31,21.0,F,6.0,76,49.3,79,83.9,93,36.5,87,2.4,70,0.5,73,0.3,72,0.3,74,78
1954,Jae'Lyn Withers,North Carolina,F,30,15.9,F,6.0,76,54.0,84,70.2,83,48.1,93,4.1,79,0.6,74,0.4,74,0.4,76,79
1955,Joshua Beadle,Boston College,G,29,18.6,G,6.0,74,49.3,92,65.5,72,50.0,99,1.9,72,2.1,81,0.6,74,0.1,75,79
1956,Joe Ostrowsky,Central Connecticut,G,29,27.4,G,6.0,74,39.2,75,81.0,85,34.4,81,3.3,82,2.4,83,1.4,90,0.0,71,80
1957,Jeffrey Mills,Air Force,G,29,29.9,G,6.0,74,42.4,81,51.4,60,33.8,81,3.3,82,2.3,82,0.8,78,0.0,71,76
1958,Caleb Shaw,Grand Canyon,G,26,16.8,G,6.0,74,47.7,89,68.9,75,42.0,91,2.1,74,0.9,72,0.6,74,0.1,75,78
1959,Marqui Worthy,UMass,G,28,18.2,G,6.0,74,42.8,81,70.8,76,12.9,60,1.5,69,1.9,79,0.6,74,0.2,80,74
1960,Mac Wrecke,Green Bay,G,31,20.0,G,6.0,74,41.2,79,77.5,82,32.2,79,2.7,78,0.7,70,0.5,71,0.4,89,77
1961,Tyler Perkins,Villanova,G,30,25.8,G,6.0,74,39.1,75,75.0,80,35.0,82,3.9,86,1.1,73,1.1,84,0.3,84,79
1962,Jayshayne Woodard,East Carolina,G,29,21.2,G,6.0,74,45.8,86,63.9,71,28.6,74,4.0,87,1.7,78,1.2,86,1.0,99,81
1963,JJ Wheat,South Alabama,G,31,19.9,G,6.0,74,52.3,97,67.7,74,36.8,84,2.0,73,2.1,81,1.5,92,0.1,75,81
1964,Lachlan Brewer,Sacramento State,G,29,27.4,G,6.0,74,47.8,89,42.3,60,45.5,95,3.2,81,1.1,73,0.9,80,0.1,75,78
1965,Jack Mielke,Southern Indiana,F,30,31.6,F,6.0,76,33.9,62,100.0,99,31.5,84,5.7,86,0.7,76,0.5,77,0.6,80,80
1966,Kwame Evans Jr.,Oregon,F,29,15.3,F,6.0,76,45.8,75,74.0,86,25.0,80,3.9,78,0.7,76,0.4,74,0.6,80,78
1967,Jahmai Mashack,Tennessee,G,29,28.2,G,6.0,74,46.5,87,74.1,79,37.5,85,4.1,87,1.4,76,1.7,97,0.7,99,85
1968,Sin'Cere McMahon,Norfolk State,G,29,18.3,G,6.0,74,33.6,66,86.5,90,29.4,75,1.0,66,1.3,75,0.5,71,0.0,71,73
1969,Juke Harris,Wake Forest,G,28,18.3,G,6.0,74,43.2,82,56.3,64,28.8,75,2.6,77,0.3,67,0.5,71,0.2,80,73
1970,Troy D'Amico,DePaul,F,27,24.8,F,6.0,76,41.3,70,90.7,98,38.6,88,2.7,72,1.6,88,0.4,74,0.4,76,80
1971,Seydou Traore,Iowa,F,23,16.5,F,6.0,76,43.0,72,63.4,78,24.1,79,3.0,73,1.3,84,0.5,77,0.7,82,77
1972,Tucker Anderson,Utah State,F,30,17.1,F,5.9,76,37.3,66,81.5,91,27.8,82,2.0,68,0.8,77,0.4,74,0.3,74,76
1973,Carlos Paez,Southeastern Louisiana,G,29,18.6,G,5.9,73,44.1,83,89.7,92,44.0,93,2.1,74,1.8,79,0.7,76,0.1,75,80
1974,Anthony Finkley,Saint Joseph's,F,29,23.0,F,5.9,76,43.0,72,78.4,89,42.9,90,3.6,76,1.6,88,0.7,82,0.3,74,80
1975,Kaleb Brown,Cal State Fullerton,G,28,20.8,G,5.9,73,36.1,70,74.6,80,26.2,71,3.2,81,1.7,78,0.6,74,0.1,75,75
1976,Alonzo Dodd,Appalachian State,G,28,24.2,G,5.9,73,39.6,76,68.0,74,32.1,79,3.3,82,2.6,85,0.9,80,0.3,84,79
1977,Kyndall Davis,Louisiana,G,26,21.5,G,5.9,73,38.0,73,61.9,69,29.6,76,3.2,81,1.2,74,1.1,84,0.5,93,77
1978,Sam Wright,Colgate,F,31,14.1,F,5.9,76,49.3,79,73.3,85,36.8,87,2.5,71,0.7,76,0.3,72,0.0,67,76
1979,Matt Zona,Fordham,F,29,17.0,F,5.9,76,44.7,74,67.8,81,31.8,84,3.4,75,0.6,74,0.7,82,0.6,80,78
1980,AJ Storr,Kansas,G,29,15.7,G,5.9,73,37.6,73,63.9,71,26.5,72,1.8,72,0.7,70,0.3,67,0.1,75,71
1981,David Dixon,Duquesne,F,29,18.4,F,5.9,76,54.5,85,66.0,80,30.0,83,5.0,83,0.8,77,0.8,85,1.4,97,83
1982,Junjie Wang,San Francisco,F,29,19.2,F,5.9,76,41.5,70,59.6,75,29.8,83,2.9,73,0.6,74,0.2,69,0.2,71,73
1983,Brock Felder,Southern Utah,PF,29,23.1,Unknown,5.9,77,61.3,90,67.6,79,0.0,68,6.1,90,1.0,81,0.6,82,2.0,91,82
1984,Jordan Derkack,Rutgers,G,28,17.9,G,5.9,73,36.5,71,74.5,80,26.8,72,2.9,79,1.7,78,0.8,78,0.1,75,75
1985,Aday Mara,UCLA,C,28,12.5,C,5.9,78,58.6,81,55.6,76,0.0,73,3.7,76,0.9,80,0.2,73,1.4,88,78
1986,Zion Walker,Radford,G,27,11.3,G,5.9,73,47.8,89,85.1,88,39.1,87,1.1,67,1.0,73,0.3,67,0.0,71,76
1987,P.J. Eason,Grambling State,F,27,22.9,F,5.9,76,48.5,78,62.3,77,0.0,66,5.7,86,0.7,76,0.9,88,1.3,95,80
